Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,No. Changed Names,No. Changed Tokens,Replaced Names,Attack Type,Query Times,Time Cost
10," 
  def ss(t, amap, bmap):
      s = 0
      for m in amap:
          if len(m) == 1 and t == m.keys()[0]:
              s += m[t]
              for b in bmap:
                  if t in b:
                      b[t] -= 1
                      if b[t] == 0:
                          b.pop(t)
              m.clear()
      return s           
  
  
  def solve(case, in_lines):
      out = 'Case #%d: '%case
   
      rn, cn = [int(x) for x in in_lines[0].split()]
      mtx = []
      for i in xrange(rn):
          mtx.append([int(x) for x in in_lines[i+1].split()])
      rmap = [{} for x in xrange(rn)]
      cmap = [{} for x in xrange(cn)]
      td = {}
      
      for i in xrange(rn):
          for j in range(cn):
              k = mtx[i][j]
              if k in rmap[i]:
                  rmap[i][k] += 1
              else:
                  rmap[i][k] = 1
              if k in cmap[j]:
                  cmap[j][k] += 1
              else:
                  cmap[j][k] = 1
              if k in td:
                  td[k] += 1
              else:
                  td[k] = 1
                  
      while len(td):
          k = min(td.keys())
          sb = ss(k, rmap, cmap)
          sb += ss(k, cmap, rmap)
          if sb == 0:
              break;
          td[k] -= sb
          if td[k] == 0:
              td.pop(k)
  
      return out + ('YES' if sb else 'NO')
  
  
  def main(raw):
      lines = raw.split('
')
      n = int(lines[0])
      ln = 1
      outs = []
      for case in xrange(1, n+1):
          buff = []
          cl = int(lines[ln].split()[0]) + ln + 1
          while ln < cl and lines[ln]:
              buff.append(lines[ln])
              ln += 1
          s = solve(case, buff)
          print s
          outs.append(s)
      return '
'.join(outs)
      pass
  
  if __name__ == '__main__':
      test_input = """"""4
  4 3
  2 5 2
  1 1 1
  2 4 2
  2 3 2
  3 3
  2 1 2
  1 1 1
  2 1 2
  5 5
  2 2 2 2 2
  2 1 1 1 2
  2 1 2 1 2
  2 1 1 1 2
  2 2 2 2 2
  1 3
  1 2 1""""""
      force_no_file = False
      in_file_name = '' if force_no_file else 'B-large.in'
      base_path = 'G:/workspace/py/codejam2013/RQ/'
      if in_file_name:
          with open(base_path + in_file_name) as f:
              raw = f.read()
      else:
          raw = test_input
      out = main(raw)
      if in_file_name:
          with open(base_path + in_file_name + '.out', 'w') as f:
              f.write(out)
      pass
",541," 
  def ss(int,  amaps, bmap):
      conf = 0
      for mun in  amaps:
          if len(mun) == 1 and int == mun.keys()[0]:
              conf += mun[int]
              for bb in bmap:
                  if int in bb:
                      bb[int] -= 1
                      if bb[int] == 0:
                          bb.pop(int)
              mun.clear()
      return conf           
  
  
  def solve(exc,  inxfiles):
      error = 'Case #%d: '%exc
   
      abc, mn = [int(dx) for dx in  inxfiles[0].split()]
      MTX = []
      for z in xrange(abc):
          MTX.append([int(dx) for dx in  inxfiles[z+1].split()])
      dmap = [{} for dx in xrange(abc)]
      rcpose = [{} for dx in xrange(mn)]
      ld = {}
      
      for z in xrange(abc):
          for j in range(mn):
              key = MTX[z][j]
              if key in dmap[z]:
                  dmap[z][key] += 1
              else:
                  dmap[z][key] = 1
              if key in rcpose[j]:
                  rcpose[j][key] += 1
              else:
                  rcpose[j][key] = 1
              if key in ld:
                  ld[key] += 1
              else:
                  ld[key] = 1
                  
      while len(ld):
          key = min(ld.keys())
          sb = ss(key, dmap, rcpose)
          sb += ss(key, rcpose, dmap)
          if sb == 0:
              break;
          ld[key] -= sb
          if ld[key] == 0:
              ld.pop(key)
  
      return error + ('YES' if sb else 'NO')
  
  
  def main(small):
      l = small.split('
')
      n = int(l[0])
      ln = 1
      outs = []
      for exc in xrange(1, n+1):
          buff = []
          cl = int(l[ln].split()[0]) + ln + 1
          while ln < cl and l[ln]:
              buff.append(l[ln])
              ln += 1
          conf = solve(exc, buff)
          print conf
          outs.append(conf)
      return '
'.join(outs)
      pass
  
  if __name__ == '__main__':
      test_input = """"""4
  4 3
  2 5 2
  1 1 1
  2 4 2
  2 3 2
  3 3
  2 1 2
  1 1 1
  2 1 2
  5 5
  2 2 2 2 2
  2 1 1 1 2
  2 1 2 1 2
  2 1 1 1 2
  2 2 2 2 2
  1 3
  1 2 1""""""
      force_no_file = False
      in_file_name = '' if force_no_file else 'B-large.in'
      base_path = 'G:/workspace/py/codejam2013/RQ/'
      if in_file_name:
          with open(base_path + in_file_name) as f:
              small = f.read()
      else:
          small = test_input
      error = main(small)
      if in_file_name:
          with open(base_path + in_file_name + '.out', 'w') as f:
              f.write(error)
      pass
",5,5,24,1,"t,amap,bmap,s,m,b,case,in_lines,out,rn,cn,x,mtx,i,rmap,cmap,td,j,k,sb,raw,lines,n,ln,outs,buff,cl","t:-0.01141616702079773,amap:0.014485031366348267,bmap:-0.017510592937469482,s:-0.05461454391479492,m:0.07161784172058105,b:0.048833101987838745,case:-0.15090331435203552,in_lines:0.07000473141670227,out:-0.047769904136657715,rn:-0.1004270613193512,cn:-0.040424227714538574,x:-0.059625834226608276,mtx:-0.00581437349319458,i:0.0028623640537261963,rmap:-0.01836434006690979,cmap:0.004813402891159058,td:0.04969784617424011,j:-0.00638774037361145,k:0.05652937293052673,sb:0.03550657629966736,raw:0.04848247766494751,lines:0.06818190217018127,n:0.10301008820533752,ln:0.030322670936584473,outs:0.015690356492996216,buff:0.044005393981933594,cl:0.023172736167907715,",19,106,"n:n,m:mun,in_lines: inxfiles,lines:l,k:key,td:ld,b:bb,raw:small,buff:buff,sb:sb,ln:ln,cl:cl,outs:outs,amap: amaps,cmap:rcpose,i:z,mtx:MTX,j:j,t:int,bmap:bmap,rmap:dmap,cn:mn,out:error,s:conf,x:dx,rn:abc,case:exc,",Greedy,542,0.15234761238098143
11," 
  def solve(icase, case_input):
      case_output = 'Case #%i: '%icase
      
      result = 0
      raw = [int(x) for x in case_input[0].split()]
      ts = raw[3:]
      ct = raw[1]
      n = raw[2]
      cc = 0
      for i in ts:
          if i > 3*n-3:
              result += 1
          elif i > max(3*n-5, 0):
              cc += 1
      result += min(cc, ct)
  
      case_output += '%d'%result
      
      return case_output
  
  
  def main():
      global use_test_data
      global test_data
      global input_file
      global output_file
      
      if use_test_data:
          data = [x.strip() for x in test_data.split('
')]
      else:
          data = [x.strip() for x in input_file.readlines()]
      
      T = int(data[0])
      iLine = 1
      caseLineNum = 1
      for icase in range(1, T + 1):
          input = []
          for i in range(caseLineNum):
              input.append(data[iLine])
              iLine += 1
          rslt = solve(icase, input)
          print rslt
          if not use_test_data:
              print >> output_file, rslt
      
      if not use_test_data:
          input_file.close()
          output_file.close()
      
      
  if __name__ == '__main__':
      test_data = """"""4
  3 1 5 15 13 11
  3 0 8 23 22 21
  2 1 1 8 0
  6 2 8 29 20 8 18 18 21
  """"""
      use_test_data = False
      
      test_file = 'B-small-attempt0.in'
      if not use_test_data and '' != test_file:
          input_file = open(test_file)
          output_file = open(test_file + '.out', 'w')
      
      main()
",284," 
  def solve(unicases, Case_data):
      case2output = 'Case #%i: '%unicases
      
      function = 0
      new = [int(xx) for xx in Case_data[0].split()]
      acc = new[3:]
      case = new[1]
      pn = new[2]
       CC = 0
      for I in acc:
          if I > 3*pn-3:
              function += 1
          elif I > max(3*pn-5, 0):
               CC += 1
      function += min( CC, case)
  
      case2output += '%d'%function
      
      return case2output
  
  
  def main():
      global use_case_function
      global outputingwindow
      global inputPoolfile
      global  output_channel
      
      if use_case_function:
          lines = [xx.strip() for xx in outputingwindow.split('
')]
      else:
          lines = [xx.strip() for xx in inputPoolfile.readlines()]
      
      H = int(lines[0])
      uBlock = 1
      caseLineNumber = 1
      for unicases in range(1, H + 1):
          unit = []
          for I in range(caseLineNumber):
              unit.append(lines[uBlock])
              uBlock += 1
          rslt = solve(unicases, unit)
          print rslt
          if not use_case_function:
              print >>  output_channel, rslt
      
      if not use_case_function:
          inputPoolfile.close()
           output_channel.close()
      
      
  if __name__ == '__main__':
      outputingwindow = """"""4
  3 1 5 15 13 11
  3 0 8 23 22 21
  2 1 1 8 0
  6 2 8 29 20 8 18 18 21
  """"""
      use_case_function = False
      
      test_file = 'B-small-attempt0.in'
      if not use_case_function and '' != test_file:
          inputPoolfile = open(test_file)
           output_channel = open(test_file + '.out', 'w')
      
      main()
",5,5,52,1,"icase,case_input,case_output,result,raw,x,ts,ct,n,cc,i,data,T,iLine,caseLineNum,input,rslt,test_data,use_test_data,test_file,input_file,output_file","icase:-0.13162612915039062,case_input:0.0664135217666626,case_output:-0.16705965995788574,result:0.07525235414505005,raw:0.057227253913879395,x:0.10215592384338379,ts:0.03425472974777222,ct:-0.010368704795837402,n:0.07899940013885498,cc:0.08068269491195679,i:0.09653055667877197,data:0.06466597318649292,T:0.0195884108543396,iLine:0.04042130708694458,caseLineNum:0.041545093059539795,input:0.0460810661315918,rslt:0.013970017433166504,test_data:0.0757056474685669,use_test_data:-0.02617943286895752,test_file:-0.007836878299713135,input_file:0.06714117527008057,output_file:0.014947652816772461,",20,68,"x:xx,i:I,cc: CC,n:pn,test_data:outputingwindow,result:function,input_file:inputPoolfile,case_input:Case_data,data:lines,raw:new,input:unit,caseLineNum:caseLineNumber,iLine:uBlock,ts:acc,T:H,output_file: output_channel,rslt:rslt,test_file:test_file,ct:case,use_test_data:use_case_function,icase:unicases,case_output:case2output,",Greedy,399,0.1110107938448588
12," 
  T = input()
  
  for n in range(1, T+1):
  
      A, B = raw_input().split()
      A, B = int(A), int(B)
  
      j = 0
      for i in range(A, B+1):
          s = str(i)
          m = int(i**.5)
          if s[-1] in [""1"", ""4"", ""5"", ""6"", ""9""] and \
                  (s == """".join(reversed(s))) and \
                  m**2 == i:
              s = str(m)
              if s == """".join(reversed(s)):
                  j += 1
  
  
      print ""Case #%d: %d"" % (n, j)
",139," 
  Test = input()
  
  for net in range(1, Test+1):
  
      API,  b = raw_input().split()
      API,  b = int(API), int( b)
  
      b = 0
      for  I in range(API,  b+1):
          l = str( I)
          v = int( I**.5)
          if l[-1] in [""1"", ""4"", ""5"", ""6"", ""9""] and \
                  (l == """".join(reversed(l))) and \
                  v**2 ==  I:
              l = str(v)
              if l == """".join(reversed(l)):
                  b += 1
  
  
      print ""Case #%d: %d"" % (net, b)
;T = 0;print(T);n = 0;B = 0;print(B);j = 0;TS = 0;D = 0;Test = 0;print(Test);print(TW);count = 0;span = 0;net = 0",6,6,6,1,"T,n,A,B,j,i,s,m","T:0.02736610174179077,n:0.057683199644088745,A:-0.03505891561508179,B:-0.013820648193359375,j:-0.04875993728637695,i:-0.005281925201416016,s:-0.04666304588317871,m:-0.026090919971466064,",8,29,"n:net,T:Test,i: I,B: b,m:v,A:API,s:l,j:b,",Greedy,220,0.19419134855270387
13," 
  T=0 #no. of Test cases
  for line in fileinput.input():
      if fileinput.isfirstline():
          T=int(line)
          print ""no. of test cases:"", T
          continue
      
      nums=[int(x) for x in line.split()]
      N=nums[0] #no. of googlers
      S=nums[1] #no. of surprising triplets
      p=nums[2] #max value
      
      del nums[:3]
      count=0
      for num in nums:
          quo=num//3
          rem=num%3
          if quo >= p:
              count += 1
              continue
          elif quo+1 == p and rem > 0:
              count += 1
              continue
          elif quo+1 ==p and rem == 0 and quo > 0 and S > 0:
              count += 1
              S -= 1
              continue
          elif quo+2 >= p and rem == 2 and S > 0:
              count += 1
              S -= 1
      
      print ""Case #%(k)i: %(count)i"" % {""k"":fileinput.lineno()-1,""count"":count}
",177,,6,6,6,-1,"T,line,nums,x,N,S,p,count,num,quo,rem",,0,0,,GA,2279,1.2276952147483826
14," 
  fin = open('C-small-attempt0.in', 'r')
  fout = open('ass3.out', 'w')
  
  T = int(fin.readline())
  
  def perfsq(n):
      sq = int(math.sqrt(n))
      if n == sq * sq:
          return sq
      return 0
  
  def palindrome(n):
      s = str(n)
      return (s == s[::-1])
  
  def getpal(n):
      if n == 1:
          for i in range(10):
              yield i
      else:
          n2 = n / 2
          for x in xrange(10 ** (n2 - 1), 10 ** n2):
              s = str(x)
              if n % 2:
                  for i in range(10):
                      ns = s + str(i) + s[::-1]
                      yield int(ns)
              else:
                  ns = s + s[::-1]
                  yield int(ns)
  
  for i in range(T):
      A, B = map(int, fin.readline().split())
  
      ret = 0
      for j in range(len(str(A)), len(str(B)) + 1):
          for x in getpal(j):
              if x < A:
                  continue
              if x > B:
                  break
              sq = perfsq(x)
              if sq and palindrome(sq):
                  ret += 1
      fout.write('Case #%i: %i
' % (i + 1, ret))
",288,,7,7,7,-1,"fin,fout,T,n,sq,s,i,n2,x,ns,A,B,ret,j",,0,0,,GA,2935,1.5871887445449828
15,"input_file = 'B-small-attempt1.in'
  output_file = 'b.out'
  
  
  def solvecase(inp):
  	data = [int(n) for n in inp.split()]
  	N, S, p = data[0:3]
  	if p == 0:
  		return N
  	t = data[3:]
  	ret = 0
  	for br in t:
  		d, r = br / 3, br % 3
  		if br == 0 or p - d > 2:
  			continue
  		if (d >= p) or (r and (d + 1) >= p):
  			ret += 1
  		elif S and (d + max(r, 1)) >= p:
  			ret += 1
  			S -= 1
  	return ret
  
  lines = open(input_file, 'r').readlines()
  out = open(output_file, 'w')
  
  for i, l in enumerate(lines[1:]):
  	sout = 'Case #%i: %i' % (i + 1, solvecase(l))
  	print sout
  	out.write(sout + '
')
  
  out.close()
",194,,7,7,7,-1,"input_file,output_file,inp,data,n,N,S,p,t,ret,br,d,r,lines,out,i,l,sout",,0,0,,GA,3706,1.9892502029736836
16," a = [1, 4, 9, 121, 484, 10201, 12321, 14641, 40804, 44944, 1002001, 1234321, 4008004, 100020001, 102030201, 104060401, 121242121, 123454321, 125686521, 400080004, 404090404, 10000200001, 10221412201, 12102420121, 12345654321, 40000800004, 1000002000001, 1002003002001, 1004006004001, 1020304030201, 1022325232201, 1024348434201, 1210024200121, 1212225222121, 1214428244121, 1232346432321, 1234567654321, 4000008000004, 4004009004004, 100000020000001]
  A = a[:10]
  def subdfs(pre, mid, d, t, n):
      if d == t:
          k = long(''.join([pre, mid, pre[::-1]]))
          k = k * k
          if k > n:
              return [1, 0]
          sqk = str(k)
          if sqk == sqk[::-1]:
              A.append(k)
              return [0, 1]
          else:
              return [0, 0]
      res = subdfs(pre + '0', mid, d + 1, t, n)
      if res[0]: return res
      if not res[1]: return res
      res2 = subdfs(pre + '1', mid, d + 1, t, n)
      if res2[0]: return [1, res[1] + res2[1]]
      return [0, res[1] + res2[1]]
  
  def dfs(d, n):
      subdfs('1', '', 0, d, n)
      subdfs('2' + '0' * d, '', d, d, n)
      subdfs('1', '0', 0, d, n)
      subdfs('1', '1', 0, d, n)
      subdfs('1', '2', 0, d, n)
      subdfs('2' + '0' * d, '0', d, d, n)
      subdfs('2' + '0' * d, '1', d, d, n)
  
  def solve(pre):
      read_ints = lambda: map(int, raw_input().split())
      l, r = read_ints()
      cl = bisect_left(A, l)
      cr = bisect_right(A, r)
      cl_ = cr_ = 0
      for i in xrange(40):
          if a[i] < l: cl_ += 1
      for i in xrange(40):
          if a[i] <= r: cr_ += 1
      print pre, cr - cl
  
  for k in xrange(1, 48):
      dfs(k, 10 ** 100 + 1)
  A.sort()
  N = int(raw_input())
  for i in xrange(1, N + 1):
      solve(""Case #%d:"" % i)
",521,,8,1,,-4,"a,A,pre,mid,d,t,n,k,sqk,res,res2",,,,,Greedy,1,0.002464000384012858
17,"T = int(raw_input())
  for t in xrange(T):
      line = map(int, raw_input().split())
      N, S, p = line[0:3]
      a = line[3:]
      cnt = 0
      a.sort(reverse=True)
      for x in a:
          if (x + 2) / 3 >= p:
              cnt += 1
          elif S > 0 and 2 <= x <= 28 and (x + 4) / 3 >= p:
              cnt += 1
              S -= 1
          else:
              break
      print ""Case #%d: %d"" % (t + 1, cnt)
",119,,8,22,,-4,"T,t,line,N,S,p,a,cnt,x",,,,,Greedy,1,0.002422440052032471
18,"def isPalindrome(number):
      strNum = str(number)
      for i in range(len(strNum)/2 + 1):
          if strNum[i] != strNum[-1*(i+1)]:
              return False
      return True
  
  '''for i in range(40):
      if isPalindrome(i) and isPalindrome(i*i):
          print i*i
  '''
  
  
  filename = ""C-small-attempt0.in""
  outputname = filename + ""out.txt""
  
  inFile = open(filename, 'r')
  outFile = open(outputname, 'w')
  
  
  fairAndSquareNums = [1,4,9,121,484]
  
  numTests = int(inFile.readline())
  
  for i in range(numTests):
      line = inFile.readline().split()
      count = 0
      for j in range(int(line[0]), int(line[1])+1):
          if j in fairAndSquareNums:
              count += 1
      outFile.write(""Case #"" + str(i+1) + "": "" + str(count) + '
')
      print ""Case #"" + str(i+1) + "": "" + str(count)
  
  inFile.close()
  outFile.close()
",199,"def isPalindrome(number):
      strNum = str(number)
      for i in range(len(strNum)/2 + 1):
          if strNum[i] != strNum[-1*(i+1)]:
              return False
      return True
  
  '''for i in range(40):
      if isPalindrome(i) and isPalindrome(i*i):
          print i*i
  '''
  
  
  url = ""C-small-attempt0.in""
  outputname = url + ""out.txt""
  
  inFile = open(url, 'r')
  outFile = open(outputname, 'w')
  
  
  fairAndSquareNums = [1,4,9,121,484]
  
  numtcases = int(inFile.readline())
  
  for i in range(numtcases):
      line = inFile.readline().split()
      count = 0
      for j in range(int(line[0]), int(line[1])+1):
          if j in fairAndSquareNums:
              count += 1
      outFile.write(""Case #"" + str(i+1) + "": "" + str(count) + '
')
      print ""Case #"" + str(i+1) + "": "" + str(count)
  
  inFile.close()
  outFile.close()
",9,9,17,1,"number,strNum,i,filename,outputname,inFile,outFile,fairAndSquareNums,numTests,line,count,j","number:-0.003909647464752197,strNum:0.01345968246459961,i:-0.061725080013275146,filename:0.07954990863800049,outputname:0.04442232847213745,inFile:-0.020555496215820312,outFile:0.024567604064941406,fairAndSquareNums:-0.05027174949645996,numTests:0.1924121081829071,line:-0.009805023670196533,count:0.019775450229644775,j:0.004840672016143799,",2,5,"numTests:numtcases,filename:url,",Greedy,70,0.01805891195933024
19,"inputFile = open(""B-small-attempt0 (3).in"", 'r')
  outputFile = open(""dancingOutSmall.txt"", 'w')
  numTests = int(inputFile.readline())
  
  def countDancers(n,s,p,totals):
      guaranteed = 0
      needSurprise = 0
      if p == 1:
          for total in totals:
              if total != 0:
                  guaranteed += 1
          return guaranteed
      for total in totals:
          if total >= p*3 - 2:
              guaranteed += 1
          elif total >= p*3 - 4:
              needSurprise += 1
      if needSurprise > s:
          return guaranteed + s
      else:
          return guaranteed + needSurprise
  
  for i in range(numTests):
      line = inputFile.readline().split()
      n = int(line[0])
      s = int(line[1])
      p = int(line[2])
      totals = []
      for j in range(n):
          totals += [int(line[3+j])]
      outputFile.write('Case #' + str(i+1) + ': ' + str(countDancers(n,s,p,totals)) + '
')
  
  outputFile.close()
",215,"inputLine = open(""B-small-attempt0 (3).in"", 'r')
  returnStream = open(""dancingOutSmall.txt"", 'w')
  numEntester = int(inputLine.readline())
  
  def countDancers(node,y,tp,totsals):
      guaranteed = 0
      knowsurprise = 0
      if tp == 1:
          for otal in totsals:
              if otal != 0:
                  guaranteed += 1
          return guaranteed
      for otal in totsals:
          if otal >= tp*3 - 2:
              guaranteed += 1
          elif otal >= tp*3 - 4:
              knowsurprise += 1
      if knowsurprise > y:
          return guaranteed + y
      else:
          return guaranteed + knowsurprise
  
  for ski in range(numEntester):
      rule = inputLine.readline().split()
      node = int(rule[0])
      y = int(rule[1])
      tp = int(rule[2])
      totsals = []
      for obj in range(node):
          totsals += [int(rule[3+obj])]
      returnStream.write('Case #' + str(ski+1) + ': ' + str(countDancers(node,y,tp,totsals)) + '
')
  
  returnStream.close()
",9,9,17,1,"inputFile,outputFile,numTests,n,s,p,totals,guaranteed,needSurprise,total,i,line,j","inputFile:-0.05669105052947998,outputFile:0.0949200987815857,numTests:0.02589702606201172,n:-0.012503564357757568,s:0.004375278949737549,p:-0.0036740899085998535,totals:0.021042704582214355,guaranteed:-0.019770264625549316,needSurprise:-0.03620654344558716,total:0.00816720724105835,i:-0.03015214204788208,line:0.005584120750427246,j:0.010374903678894043,",12,47,"outputFile:returnStream,numTests:numEntester,totals:totsals,j:obj,total:otal,line:rule,s:y,p:tp,n:node,guaranteed:guaranteed,i:ski,needSurprise:knowsurprise,inputFile:inputLine,",Greedy,250,0.06745045185089112
20," 
  n_cases = input()
  
  def to_ints(s):
      return map(int, s.split())
  
  def is_palindrome(n):
      s = str(n)
      return s == s[::-1]
  
  for case in xrange(1, n_cases + 1):
      a, b = to_ints(raw_input())
  
      nums = range(int(b ** .5) + 2)
      palins = filter(is_palindrome, nums)
      squares = [x**2 for x in palins]
      palin_squares = filter(is_palindrome, squares)
      range_squares = [x for x in palin_squares if a <= x <= b]
  
      print ""Case #%d: %s"" % (case, len(range_squares))
",132," 
   nxlines = input()
  
  def to_ints(y):
      return map(int, y.split())
  
  def is_palindrome(n):
      y = str(n)
      return y == y[::-1]
  
  for abc in xrange(1,  nxlines + 1):
      span, b = to_ints(raw_input())
  
      snums = range(int(b ** .5) + 2)
      aliin = filter(is_palindrome, snums)
      squares = [rx**2 for rx in aliin]
      palin_quare = filter(is_palindrome, squares)
      range_squares = [rx for rx in palin_quare if span <= rx <= b]
  
      print ""Case #%d: %s"" % (abc, len(range_squares))
;n = 0;print(n);a = 0;print(a);x = 0;print( nxtimes);print( nxlines)",10,10,10,1,"n_cases,s,n,case,a,b,nums,palins,squares,x,palin_squares,range_squares","n_cases:0.08059042692184448,s:0.001006782054901123,n:0.006904125213623047,case:0.01672273874282837,a:0.0013586878776550293,b:0.0013010501861572266,nums:0.0012776851654052734,palins:0.0006363391876220703,squares:-0.0010191798210144043,x:0.0033063888549804688,palin_squares:-5.0067901611328125e-06,range_squares:-0.00020003318786621094,",8,22,"n_cases: nxlines,case:abc,n:n,x:rx,a:span,b:b,nums:snums,s:y,palins:aliin,palin_squares:palin_quare,range_squares:range_squares,squares:squares,",Greedy,263,0.16694381634394329
21,"n_cases = input()
  
  for case in xrange(1, n_cases + 1):
      ins = map(int, raw_input().strip().split())
      n = ins[0]
      s = ins[1]
      p = ins[2]
      t = ins[3:]
  
      out = 0
      for x in t:
          if (x + 2) / 3 >= p:
              out += 1
          elif s and x > p and p - ((x - p) / 2) <= 2:
              out += 1
              s -= 1
              
      print ""Case #%d: %s"" % (case, out)
",117,"nxrows = input()
  
  for case in xrange(1, nxrows + 1):
      ins = map(int, raw_input().strip().split())
      n = ins[0]
      s = ins[1]
      p = ins[2]
      t = ins[3:]
  
      out = 0
      for x in t:
          if (x + 2) / 3 >= p:
              out += 1
          elif s and x > p and p - ((x - p) / 2) <= 2:
              out += 1
              s -= 1
              
      print ""Case #%d: %s"" % (case, out)
",10,10,6,1,"n_cases,case,ins,n,s,p,t,out,x","n_cases:0.11473935842514038,case:0.042421698570251465,ins:0.06206321716308594,n:-0.006512582302093506,s:0.011334896087646484,p:-0.0024261474609375,t:0.024791419506072998,out:0.006004035472869873,x:0.0019643306732177734,",1,2,"n_cases:nxrows,",Greedy,45,0.012086244424184163
22,"'''
  Created on 13 Apr 2013
  
  @author: mengda
  '''
  
  ls = []
  
  def isP(num):
      num = str(int(num))
      for i in range(len(num) / 2):
          if num[i] <> num[-1 - i]:
              return False
      return True
  
  def createP(root, half_digits):
      root = str(root)
      for i in range(half_digits):
          ls[i] = root[i]
          ls[-1 - i] = root[i]
      return int(''.join(ls))
  
  def process(A, B):
      rlt = 0
      a = int(math.ceil(math.sqrt(A)))
      b = int(math.floor(math.sqrt(B)))
      str_a = str(a)
      half_digits = int(math.ceil(len(str_a) / 2.0))
      root = int(str_a[:half_digits])
      next_root = 10 ** half_digits
      digits = len(str_a)
      for _ in range(digits - len(ls)):
          ls.append('')
      while True:
          if root == next_root:
              if digits % 2 == 0:
                  next_root *= 10
                  half_digits += 1
              else:
                  root /= 10
              digits += 1
              ls.append('')
          p = createP(root, half_digits)
          print p,
          if p > b:
              print 'too large'
              break
          if isP(math.pow(p, 2)):
              print 'right one!'
              rlt += 1
          else:
              print 
          root += 1
      return rlt
  
  def process1(A, B):
      rlt = 0
      a = int(math.ceil(math.sqrt(A)))
      b = int(math.floor(math.sqrt(B)))
      for i in range(a, b + 1):
          if not isP(i):
              continue
          power = math.pow(i, 2)
          if isP(power):
              rlt += 1
      return rlt
  
  f = open('C-small-attempt1.in', 'r')
  T = int(f.readline())
  outLine = []
  
  for i in range(1, T + 1):
      (A, B) = map(int, f.readline().split())
      outLine.append('Case #%d: %s
' % (i, process1(A, B)))
      print outLine[-1],
  
  f.close()
  outFile = open('C-S.out', 'w')
  outFile.writelines(outLine)
  outFile.close()
",476,,11,11,11,-1,"ls,num,i,root,half_digits,A,B,rlt,a,b,str_a,next_root,digits,_,p,power,f,T,outLine",,0,0,,GA,3998,2.2076222896575928
